Hotel Name,Hotel Class,Hotel Rating,Hotel Quality,Location,Cleanliness,Service,User Name,Review Title,Review Text,Date of Stay,User Rating,Review Likes,Trip Type,Value,Location,Cleanliness,Service,Rooms,Sleep Quality
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Michelle W,Modern hotel super easy access to the Olympic Stadium,"My friend and i stayed here whilst having a weekend in London combined with attending the AMAZING Depeche Mode concert . We found it easy to get transport from central London via the tube , and absolutely everything you could want in terms of shops , restaurants etc nearby . The hotel was very clean , included breakfast (which was very busy) and staff were good. I have given an average score , because we ate in the restaurant and the pasta was horrendous (out of a tin standard) we wished we had walked back up to the shopping area and got a much better meal.The atmosphere was great because of all the Depeche Mode fans from all around the world staying there - and it was good to see security on at night .I would rather stay here than the travelodge next door , but it would probably come down to price for me if i stayed again.",June 2017,3.0,122,Traveled with friends,-1,-1,5.0,4.0,-1,4.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,hellrazor007,"great staff, good location and great breakfast (travelling from gatwick)","Arrived here early the friday before last and was pleased we were able to check in early as we had had an early flight from dublin.room was fine, good size and a great shower. facilities very clean. staff were very friendly and welcoming.myself and my brother had booked in as we were attending the Depeche mode concert in the London stadium, the hotel is only a short walk away.Location wise we travelled from Gatwick airport, i phoned the hotel the day before who advised to get a train to London Bridge and a tube out towards Stratford. The tube is about a 5 minute walk from the hotel. This was a great tip for us.Breakfast each morning there was a good selection and it sets you up for the day, nearby there is a tesco should you need anything and sometimes it comes in handy. It was a great location for the concert and it is very handy if you are visiting for a West Ham match. Unfortunately this was also the night that there was a terrorist attack at London Bridge so we stayed in the bar that night, staff made sure all guests were safe. The bar shuts around the 1am-1.30 mark. the next day we had breakfast before heading for home and staff kindly looked after our luggage. As London Bridge was closed we used the tube to get to Victoria and from there you can make your way to Gatwick airport. Leave yourself a bit of time when going to get your flight.All in all it was a very pleasant stay and it was great that breakfast is included in your stay.The staff were very friendly and i would highly recommend.thanks.",June 2017,5.0,182,Traveled with family,-1,5.0,-1,5.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,imbrugliasboy,Good location for the Olympic Satdium,"My wife and I stayed for 2 nights at the beginning of June whilst attending the Depeche Mode concert at the nearby Olympic stadium.The hotel is about a 10 minute walk from Stratford tube station and 15 minutes from the stadium.Check-in was quick and we were allocated a room on the 5th floor away from the lifts, as requested.The room was a decent size and modernly furnished. Tea and coffee were supplied.We only ate breakfast at the hotel which was buffet and of a good standard.I'd certainly stay again if I were attending an event nearby.",June 2017,4.0,514,Traveled as a couple,4.0,4.0,-1,4.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,IAN H,Great overnight stay,"This was just what we needed. A great price, clean and a great breakfast. The majority of the staff were very friendly. The only down side was the check in as the lady on the desk dealing with our check in was not very friendly and made us feel like we were keeping her from being somewhere else, needs to work on her customer skills.",June 2017,4.0,171,Traveled with family,-1,-1,5.0,4.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,RosieCJK,"great hotel, easy commute for sightseeing","Really nice welcome from staff at check in and throughout our stay. All you can eat breakfast is included and really nice. Very easy commute into central London and other areas from Stratford travel interchange, 10-15 mins walk. 15 mins walk to Queen Elizabeth Olympic stadium.  Westfield shopping centre 10 mins walk - massive mall with cinema,  plus smaller 'ordinary'shopping centre with supermarkets and market stalls.",June 2017,5.0,21,Traveled as a couple,-1,5.0,-1,5.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,rhbowers,Happy weekend,Two night stay was memorable. So comfortable and excellent staff. Nothing was too much trouble and so pleasant and helpful. Hotel was conveniently placed for the Olympic Park and Aquatic Centre as well as the large Stratford Shopping centre with numerous restaurants and designer shops.,May 2017,5.0,5,Traveled as a couple,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,RifatPrince,"Hotel, Close to Westfield Stratford Mall","A Hotel, which is Close to Westfield Stratford Mall, just a walking distance. Complimentary Breakfast is great. Service is nice. Rooms are clean. Quite affordable. Another best thing its close to stratford tube station.",May 2017,5.0,112,Traveled on business,-1,5.0,-1,5.0,-1,5.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Gordon M,"Lovely staff, good position, expensive parking","When arriving at the hotel I was aware of the high parking costs, but I was not expecting the very courteous staff, lovely room, great wifi and pleasant breakfastFor business people like myself who need the car to travel it makes me question to stay here again considering that everything else was lovely, shame really.",May 2017,3.0,100,Traveled on business,-1,-1,-1,-1,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Vanessacalling,Ain't Comparison A Bummer,"I stayed here just a few days after staying at the Westfield Holiday Inn, so let me be the first to say I imagine several comparisons are being drawn here...It wasn't as plush, and actually cost more for the night - but that might have been more about timings than anything else.The twin room was fine, but the bathroom was shower only, clothes hanging space was just that, and not a wardrobe and annoyingly there were no plugs near the bed so charging phones and using my laptop meant I had to sit up, which was a tad annoying.The room was functional though. Plump pillows and a duvet too.  TV etc etc.Worked for the night and breakfast was a buffet that had enough to suit a variety of tastes.  I got the impression staff had been told to say hello to everyone as the cleaner we passed on our way down in the morning said hello, but I got the felling she didn't really want to or mean it. It's the thought that counts, right? We all have bad days, and TBH not in a horrid way it made me smile.Parking was a bit annoying as I checked if it was available and was told yes,only to find on arrival that it's £20 for the night. I was later told by someone else that if you park around the corner you can do so free until 8.30am (check that though). The nice lady at reception halved our parking as my mum has a disabled badge though - which was thoughtful.Centrally located and good enough, but not in a hurry to go back...",May 2017,3.0,187,Traveled with family,-1,3.0,4.0,4.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Caroline F,Overnight stay,When I booked this hotel originally I was going to cancel the booking as I thought it was a fair distance. I'm glad I didn't as its a hidden gem not far from Westfield shopping centre and the underground. Hotel was immaculate breakfast very tasty and plentiful staff very welcoming. I have booked to stay here again so well done holiday inn express top marks!!,December 2016,5.0,14,Traveled as a couple,-1,5.0,5.0,5.0,-1,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,Stuart E,Nice hotel with chilled relaxed atmosphere,Excellent stay with very comfortable bed and very tasty breakfast Quiet rooms and staff are very helpful. 10 minute walk to Stratford underground/overground and DLR is only 5 minutes away. Olympic stadium (WEST HAM FC) is within walking distance along with Westfield shopping centre. Will definitely stay again when in area,May 2017,5.0,27,Traveled with family,-1,4.0,-1,5.0,5.0,-1
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,ruby56,"Nice Little hotel, Spotless clean, basic breakfast, good location 5 minutes walk from Stratford  or mile end stations","Lovely Rooms , small but spotless. All mod cons, modern bathrooms.About 30 mins from city centre via under ground, two stops 5 mins away. Stratfort centre very big and great shopping very close.Near to roman road and petticoat lane markets. Lovely Bar and food served till 10 pm. good value for money.",March 2017,4.0,38,Traveled as a couple,-1,4.0,-1,5.0,-1,4.0
Holiday Inn Express London Stratford,3.0,4.0,Very good,4.0,4.5,4.0,straete2017,Good and affordable hotel,"A good and affordable hotel close to Stratford station, home field of West Ham and Westfield shoppingcenter. Breakfast wasn't lile at a more expensive hotel, but acceptable. Rooms were clean. No complaints.",April 2017,3.0,66,Traveled with family,-1,-1,-1,-1,-1,-1
